"","date","BREAD...CEREALS","MEAT","FISH","MILK..CHEESE...EGGS","OILS...FATS","FRUIT","VEGETABLES.INCLUDING.POTATOES.AND.TUBERS","SUGAR..JAM..SYRUPS..CHOCOLATE.AND.CONFECTIONERY","FOOD.PRODUCTS..NEC.","COFFEE..TEA...COCOA","MINERAL.WATERS..SOFT.DRINKS.AND.JUICES","SPIRITS","WINE","BEER","TOBACCO","GARMENTS","OTHER.CLOTHING...CLOTHING.ACCESSORIES","CLEANING..REPAIR.AND.HIRE.OF.CLOTHING","FOOTWEAR.INCLUDING.REPAIRS","ACTUAL.RENTALS.FOR.HOUSING","MATERIALS.FOR.MAINTENANCE.AND.REPAIR","SERVICES.FOR.MAINTENANCE.AND.REPAIR","WATER.SUPPLY","SEWERAGE.COLLECTION","ELECTRICITY","GAS","LIQUID.FUELS","SOLID.FUELS","FURNITURE...FURNISHINGS","CARPETS...OTHER.FLOOR.COVERINGS","HOUSEHOLD.TEXTILES","MAJOR.APPLIANCES.AND.SMALL.ELECTRIC.GOODS","REPAIR.OF.HOUSEHOLD.APPLIANCES","GLASSWARE..TABLEWARE...HOUSEHOLD.UTENSILS","TOOLS.AND.EQUIPMENT.FOR.HOUSE.AND.GARDEN","NON.DURABLE.HOUSEHOLD.GOODS","DOMESTIC.SERVICES.AND.HOUSEHOLD.SERVICES","PHARMACEUTICAL.PRODUCTS","OTHER.MEDICAL...THERAPEUTIC.EQUIPMENT","MEDICAL.SERVICES.AND.PARAMEDICAL.SERVICES","DENTAL.SERVICES","HOSPITAL.SERVICES","MOTOR.CYCLES.AND.BICYCLES","NEW.CARS","SECOND.HAND.CARS","SPARE.PARTS...ACCESSORIES","FUELS...LUBRICANTS","MAINTENANCE...REPAIRS","OTHER.SERVICES.IN.RESPECT.OF.PERSONAL.TRANSPORT.EQ","PASSENGER.TRANSPORT.BY.RAILWAY","PASSENGER.TRANSPORT.BY.ROAD","PASSENGER.TRANSPORT.BY.AIR","PASSENGER.TRANSPORT.BY.SEA.AND.INLAND.WATERWAY","POSTAL.SERVICES","TELEPHONE.AND.TELEFAX.EQUIPMENT.AND.SERVICES","RECEPTION.AND.REPRODUCTION.OF.SOUND.AND.PICTURES","PHOTOGRAPHIC.AND.CINE..EQU....OPTICAL.INSTRUMENTS","DATA.PROCESSING.EQUIPMENT","RECORDING.MEDIA","REPAIR.OF.AUDIO.VISUAL...RELATED.PRODUCTS","MAJOR.DURABLES.FOR.IN.OUTDOOR.RECREATION","GAMES.TOYS.AND.HOBBIES","EQUIPMENT.FOR.SPORT...OPEN.AIR.RECREATION","GARDEN.PLANTS.AND.FLOWERS","PETS..RELATED.PRODUCTS.AND.SERVICES","RECREATIONAL.AND.SPORTING.SERVICES","CULTURAL.SERVICES","BOOKS","NEWSPAPERS.AND.PERIODICALS","MISC..PRINTED.MATTER..STATIONERY..DRAWING.MATERIALS","PACKAGE.HOLIDAY","EDUCATION","RESTAURANTS...CAFES","CANTEENS","ACCOMMODATION.SERVICES","HAIRDRESSING...PERSONAL.GROOMING.ESTABLISHMENTS","APPLIANCES...PRODUCTS.FOR.PERSONAL.CARE","JEWELLERY.CLOCKS.AND.WATCHES","OTHER.PERSONAL.EFFECTS","SOCIAL.PROTECTION","HOUSE.CONTENTS.INSURANCE","HEALTH.INSURANCE","TRANSPORT.INSURANCE","OTHER.FINANCIAL.SERVICES..NEC.","OTHER.SERVICES..NEC."
"1",2005-01-01,0.191794252889012,0.0654927354527685,0.288687099848665,0.334860083522087,-0.428014970239291,0.25249861508708,0.0260061744355389,0.230332540804715,-0.186959036676868,0.218255420470394,0.149755724015376,-0.00210241119655563,0.0478575125683019,-0.198730638920211,0.387810623473299,-0.343154729568472,-0.108653851736915,0.320297240344516,-0.459464365234637,0.273792354098825,-0.12055963778702,0.395445280804842,1.12934078869923,0.769065556436691,0.858816696208668,1.22424538516298,2.97640025070197,0.648478789644516,0.269720400375035,-0.0768525222445396,-0.391393734906804,-0.117315421667126,0.22766118019199,-0.23360294780583,-0.160483119055729,0.259954032794888,0.358262631623039,-0.0670302903334363,-0.0551059572283297,0.314063193348116,0.405430973585537,0.49852796018011,-0.24157084425358,0.0797202467755239,-0.284073451920655,0.184915667484728,0.580053170983378,0.529368863497875,0.505421406123031,0.293053602760575,0.501032807310715,0.241125963397449,-0.649817421090888,0.344337332876186,-0.120923431085202,-1.4690250089849,-2.2533058695266,-1.42821513245705,-0.334856434410959,0.372334875699779,0.0503878178947897,-0.347260423519382,-0.577984635988552,-0.0943352828164878,0.282561872624859,0.403863856486001,0.441223558893687,-0.232186025207564,0.350997639835179,-0.0259239291712177,-0.116546727450548,0.389952686534859,0.26010271308365,0.278851477220275,0.440663824759682,0.360845234669932,-0.115527593849081,-0.0228361422956495,0.0175418890815839,0.464257611550996,-0.052659752502678,0.41607985062859,-0.149105633750242,0.657809815659412,0.601426993718675
"2",2006-01-01,0.239263800061215,0.299342227376036,0.971866319531,0.151901347996333,0.799438472832335,0.439794691898239,0.66870520027802,0.282447521385561,0.0981713448203923,0.711258300367037,0.333736662568357,0.0330663817707235,0.0625094701671815,0.123337017032656,0.33490041448171,-0.370393403510284,0.0981280264734578,0.35442822875472,-0.278971451913661,0.261912224810361,0.21929134532618,0.337816540044924,0.475261447789632,0.435989351725805,2.03885242789625,2.84812966630759,-0.330161836277874,0.654707229362984,0.303701606375822,0.00350095733474369,-0.330402858383887,-0.434974562112945,0.101007918481229,-0.0688570224096278,0.186813100365943,0.244129900773555,0.353354904706823,0.265272886837833,-0.037972229323847,0.21813224655059,0.478363911520901,0.568172571864597,0.0330491829013457,0.108914617019797,-0.152302940246915,0.18483002904594,0.113841937421908,0.506434728068169,0.172302930240893,0.298402670283872,0.155969524504449,0.92087793037556,1.46498622003973,1.05819406676941,-0.00126743700000579,-0.766268172517927,-1.50963130048389,-1.13349881582592,0.0131160637145318,0.263365402421157,0.0425849345763859,-0.323728335856783,-0.0610111760529071,0.0324267481508942,0.268909125277209,0.369716418102397,0.367709757162616,0.613716545122529,0.449517927413526,0.0727834057465284,0.0684323046910832,1.12948157367302,0.265642751287663,0.273847824002603,0.258938226397862,0.283283828340108,0.142402979665311,0.483035272878763,-0.0521209215896592,0.453647653900944,0.138936418063054,0.670259534140608,0.10216423993928,0.208155745090135,0.472952870891534
"3",2007-01-01,0.610621709538466,0.130744971589887,0.233144273373421,1.1891136789758,1.23967973882357,0.106993265994378,0.563957099144687,0.491893234998888,0.142753880086376,-0.162073588018237,0.255883594702961,0.0969941767447385,0.0812642191475532,-0.208187924231396,0.365629846003493,-0.371234020564243,-0.158285518211472,0.186957221092785,-0.0874084891197012,0.258752163455398,0.349677491447909,0.383005042838206,0.51488816846923,0.575295013870325,-0.381678428911421,-1.13185046646098,2.45378256287893,0.617500558306677,0.13681971559963,0.192572475963997,-0.191768058837597,0.383681684226339,0.187370464251161,0.122449503261931,-0.0142795648918633,0.0563310495908548,0.370380216535991,0.0401658014979313,0.164845214793604,0.231884234566108,0.356697887959898,0.445950187785248,-0.152878749119924,0.113922454937058,-0.307026453011512,0.0340984205724241,1.29746712675893,0.315946394542878,0.441505172455506,0.432881882396556,0.389604292839781,1.43247637983106,1.43954876551323,0.523200664005376,-0.352403609193896,-1.27790085770084,-3.08927571554688,-2.31638532276092,-0.127228781125192,0.325431887519811,0.0731755783704731,-0.0377775204419145,0.0270746850906704,0.0995729904628123,0.362746430625591,0.4593402714184,0.223725233197685,0.119568067813173,0.300405850691991,-0.14158647914336,0.11736257478222,1.06553992757122,0.277472663120143,0.327590627882151,0.268244447495725,0.305163347628397,0.240278084141504,0.246790525276702,0.0934904784652357,0.428933268483017,0.200444826410474,0.550038298317459,0.341288054154599,-0.207492685110346,0.303989097295156
"4",2008-01-01,0.886356876870881,1.18880820522507,0.531945106033168,0.794953137966833,0.588574987881597,0.8553992758059,1.18311339150946,0.558977074143359,0.966582607023367,0.977693367702978,0.0447235636712821,0.51060754161432,0.301682383924661,0.131490783376724,0.401488169751081,-0.991352435897342,-0.234624008089725,0.358780947965865,-0.593599435923711,0.290714472023997,0.478086171881191,0.322387979709935,0.471242249305109,0.606490444946398,2.36633923130423,3.62629665880104,-0.396593377608737,2.37279964659335,0.283116588399874,0.360180217585975,-0.323818467593269,-0.388530643278523,0.507089074547819,-0.221320128977838,-0.00854845999301671,0.476872706340435,0.447264773634709,-0.0454521115155463,-0.0494832556919012,0.191856704724082,0.246622645704479,0.43799127986238,0.660370810506453,-0.018546887991656,-1.19722454665791,0.118646095276779,-0.891004803087068,0.496306897541467,0.214393481034814,0.356961755722384,0.550873294074426,3.58902879810306,0.888054269269576,0.573082609574521,-0.328579742326393,-1.33455530148444,-2.11311218761146,-2.10728988105187,-0.674741189492947,0.271499114964661,0.125087144536332,-0.53355991358232,-0.0210181751363281,-0.0262442687449608,0.364936229669293,0.378362731402663,0.156808551508368,0.0709337229817807,0.314826882531434,0.089549020958879,0.503214616338998,0.701575770533824,0.347806723455631,0.15827640306179,0.101408717022817,0.273674730403158,0.0925597432754444,0.369431260016929,0.0279508487875428,0.387328748755696,-0.563092380315167,0.441471071645853,0.141038940178244,0.218724413916924,0.313507055147603
"5",2009-01-01,0.0205528703641257,0.0699089956630474,0.225683945100402,-0.00980826201903336,-0.10874725136098,0.651837818492271,-0.331823323539864,0.490628541525864,0.012044780062224,0.504083233374182,0.403682978925334,0.200895452928138,0.525821919911207,0.22909436068296,0.371879484319808,-0.391697550547588,-0.0148110070879365,0.181877255094973,0.168306816682218,0.077512192831707,0.693942049202406,-0.028519723248425,0.372864000259032,0.411815329598482,-0.696547707658615,-0.496890140669709,0.801194077643624,0.141165912235046,0.443534943727323,0.307766079481656,0.364519040696345,0.984497762639373,0.0186457191518894,0.723392092448424,0.436868153027414,0.361789531212775,0.0279668207244621,0.099493479034223,0.169272940384763,0.141841043856555,0.226349758483422,0.45108718911151,0.547366346878221,0.361408217613571,1.24173164310236,0.426775081646602,1.43604896343911,0.118962608944538,0.114056624976521,0.489873161467933,0.156711932016895,1.33261408399771,1.56910862393556,0.798530784528593,0.289796005619516,-0.359743924723089,-1.24276427112084,-0.472475862542461,-0.571952797063526,-0.0142261504613846,0.391306177478443,0.414886820208738,0.37413472099914,0.458048785850048,0.361522956660572,0.170723918784718,0.386475312017754,0.0883052099881958,0.262499499260306,0.764557680593529,0.518458787984109,0.42814456290905,0.198756769745817,0.211777208957739,-0.168966689136125,0.0909926090181229,0.266041101303475,0.659159563596706,0.229774324517396,0.340354808689132,1.11654477834693,0.554208416879254,1.71806610829852,-0.367646109236848,-0.0077373271205966
"6",2010-01-01,0.529513787234787,0.276118626975537,0.733616761551534,0.171365640361977,0.905057115588592,0.757885979407589,0.654471818672192,0.549728799191811,0.219508220488152,0.669048452858777,0.780489311173332,0.276461108754158,0.223732166926959,0.234364259634611,0.683759661786999,0.219632547554661,0.452104115400168,0.238546184259719,-0.098776252619015,0.133742165095648,0.664749348080317,0.113665154707551,0.171910168946534,-0.160233443207694,0.0690471619796434,-0.0829973998757116,3.80946623194564,0.0638553505317441,0.042586574129161,0.349840556177284,0.181589012448025,0.217935837254148,0.236937306683057,0.320471388383546,0.456625289246504,0.557918859838001,0.144129740645537,0.165155132908637,-0.0412269609099773,0.142623945941652,0.0902166650965726,0.569603061940453,0.318866506716176,0.162397735862926,-0.305345911720093,0.277703911688222,1.03236211274747,0.347082537789673,0.263866838499481,0.611878023236415,0.316486515215826,2.67255298676132,0.821905843190288,0.397222222222223,0.290975031568586,-0.699179191131277,-1.5861137602106,-0.444200452060758,0.253209559763568,0.167798500051715,0.346875597549512,-0.1743537321486,-0.36049457992178,0.550973865485743,0.36593844784299,0.399874016018953,0.329322876522364,0.546880635724797,0.264329062154228,0.379091252185795,0.304915607889921,0.434714785427019,0.299120124071633,0.189289322101022,0.296705487553249,0.264083707691788,0.278308697486867,0.409549327818583,-0.217259052789647,0.241459509622135,0.241922111958353,0.817573539434221,2.37790925393386,-0.214076196453089,0.33297016205841
"7",2011-01-01,0.263914384599929,0.428991554056392,0.529231014250266,0.145562391381635,1.0492928109851,0.107620029402759,0.145200504841312,0.453295516854008,0.468878728968186,0.774722928107307,0.375892321804951,0.84116787509747,0.354600601374371,0.425899504509774,0.946495482435245,0.272879867230355,-0.0986947484542857,0.329884113549078,-0.169162080815906,0.242931484111398,0.585045047325259,0.118338909606801,0.386310323623858,0.370180950293466,1.12076852515917,1.57012095913437,0.319864694113034,0.638494453014687,0.280085525960079,0.654650402638729,0.340084016449039,0.0621443676294029,0.146106057962729,0.289087925487727,1.18002541933454,0.607999782168521,0.170506997245778,0.220189085672285,0.151726317987361,0.145333746665025,0.252598524348617,0.392466416300121,0.0668807420912891,0.253223965249585,-0.213755403073603,0.285745401653067,0.762467072417086,0.364779143659048,0.24476184500019,0.561621720550553,0.50649741760922,2.24204843174844,0.219618940141845,0.871046265573786,0.507102893400979,-0.708767536438797,-2.33612142695061,-1.70317111332727,-0.0786438366205806,0.225079338978583,0.404780071200098,-0.28655725503523,0.1467437284728,-0.155120638933586,0.430686302603293,0.304248365636069,0.382009184198591,-0.115458196963596,0.517392016779331,0.19988116483468,0.1336858619331,0.417717143588037,0.397495932301489,0.38595277600502,0.149316006497643,0.239555483011784,0.105102074874272,0.714239138072204,0.010908226817762,0.22874357451926,-0.125237109352188,0.60242438703991,1.6293718944121,-0.0792211222612545,0.315546955264914
"8",2012-01-01,0.263416301384295,0.333464052486985,0.306169794923282,0.0519707181971057,0.0317057957653781,0.410145497269086,0.528679246086291,0.53673042277096,0.269935847627922,0.000754307964393834,0.258716202519237,0.276904239258058,0.0612693998603188,0.132945170388625,0.75384487031632,0.13258236955144,0.138573818512391,0.108460265661464,-0.057558411108799,0.300741620324563,0.0820341103521009,-0.0210751200024904,0.435761262682875,0.537775445960128,0.330585501919394,0.433685156047079,0.457507090919496,-0.0514936558204939,0.198434700992664,0.195314072188623,0.0818826546449001,0.00325424738182034,-0.167146069656199,-0.0155361817063141,-0.074232857365895,0.0623674173548028,0.101972304303627,0.141816231413465,-0.0741155019242185,0.146924373433147,0.225869672169626,0.44764079886064,-0.123450899203938,0.0949696146281903,0.0332620321237015,0.050838828428317,0.00596502359544264,0.136863057114594,0.117002696147564,0.432066904427515,0.162145458985009,0.621073573138858,2.13092943494625,1.94530557003466,0.119462147614743,-0.466472084077491,-2.1684654948779,-0.367904176892516,-0.102360102771855,0.0939597193015238,0.172212824771217,-0.144647565125434,-0.046508771294602,0.0452984919640918,0.178538808898899,0.281382437048247,0.208584548363308,0.26797011367788,0.313840902690278,0.288815165378904,0.421735637594313,1.63586420774243,0.244092400715668,0.211805352915967,0.40358149648788,0.11322353637447,0.161935742831103,0.527831791675791,0.241424353885102,0.211779139893699,-0.0507311097021475,0.643684330858924,-1.07662306146563,0.154873475949157,0.220109044751359
"9",2013-01-01,0.268757410707746,0.208247610216964,0.438466225566264,0.15114677243843,0.103567128863021,0.00168329723898667,0.200034798905266,0.0258087257878153,0.244633127167314,-0.317804793323824,0.131528433335228,0.625574400022258,0.264104646226658,0.0597202300268431,0.590630459028284,0.207258576118442,0.139447789613073,0.159497466447197,-0.0585681982263516,0.152959168699905,-0.0643107764428339,0.0109720186608782,0.258461400569493,0.487560009491996,0.669616947685338,0.64285168184532,-0.510150523268285,0.241928600138111,0.10345718741545,-0.0767819629934487,0.11215820984397,0.214869002311521,-0.255902408323222,0.0875093857203459,0.122910246967581,0.262021553098304,0.259650009651992,0.18087285386889,0.157261421187127,0.0940317545628918,0.170272475065242,0.293521321823412,0.121222056274478,-0.085622411420048,-0.135808774800099,0.258445243613671,-0.103305434593914,0.123288755301187,0.119798558226115,0.325266168117096,0.273924034384682,0.968955430681275,-0.340027029265354,0.526208481613286,0.253310768776185,-0.358555784212515,-1.20954508477034,-0.440892640359726,0.399944702088139,0.0265818504990597,0.0710307861173959,-0.0397874635482789,0.252134876429014,0.0298954137902337,0.112405135196065,0.281137151395837,0.310521097458837,0.201733075453199,0.517477250773966,0.116958301350233,0.0619612132248315,0.842694798470265,0.23236438216996,0.167617919373546,0.0183777026867514,0.110850231220398,-0.122049970529621,-0.0319085672174627,0.141435280540583,0.188635777854573,-0.815547765213848,0.234943163653954,0.416577765675539,-0.0475016537432676,0.199760028530374
"10",2014-01-01,-0.204715064310671,-0.150568284832023,0.0449252161339989,-0.112706180943593,-0.190019653281291,0.218453515208505,-0.601334347445595,0.0813638905094782,-0.257358469921618,0.148852018037563,-0.105470420927533,0.0276398205837849,0.316974401670627,-0.00794595663426341,0.620788038871452,0.0283605553790755,-0.149285916275316,0.200944290691096,0.0156404627544524,0.222532488277529,0.0135045114640843,0.011332086540052,0.13449623678025,0.267037086855602,-0.0681424767302125,-0.129888607920303,-2.08833717335935,0.160031870987941,0.0324830748912837,0.302628639666315,-0.174479176365991,-0.168285256260243,-0.121462459843678,0.176851767948374,0.304775583642343,-0.305743193445998,0.207452887659273,0.195805742000566,0.0850322419027115,0.11140047327089,0.197747823750192,0.221022365967598,0.319856605134899,0.110880974937357,-0.271698713716923,-0.128719673596192,-0.912978908479998,0.216390053364883,0.175869536665114,0.321180874019756,0.0747502854172531,1.07465739860718,0.662009014177909,0.276779140527261,0.0466094161168283,-0.913448870975324,-0.662527649505831,-0.838552235362217,-0.122605915330656,0.0634279319406692,0.157626955967562,0.0141810016080139,-0.0593228081821504,0.0893564953909946,0.163076365999795,0.254554205411942,0.320653746609496,0.888686614390721,0.341681428962124,0.138381372875326,0.0634969852495828,0.816863800948203,0.183481041248756,0.0682934488771371,0.273714407170234,0.133565923640608,-0.134389004804253,0.0360414048021053,-0.0116501492024967,0.282125978648122,0.00755964943402465,0.319100702479923,0.013095658278923,-0.344165926216293,-0.0945072530828493
